,renko_bricks,renko_dates,renko_size,renko_volumes,minx,maxx,miny,maxy
46,6178.9,2008-01-03 13:06:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
47,6188.9,2008-01-03 13:23:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
48,6178.9,2008-01-03 13:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
49,6188.9,2008-01-03 13:48:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
50,6178.9,2008-01-03 14:26:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
51,6168.9,2008-01-03 14:43:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
52,6178.9,2008-01-03 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
53,6188.9,2008-01-03 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
54,6198.9,2008-01-03 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
55,6208.9,2008-01-03 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
56,6218.9,2008-01-04 09:55:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
57,6228.9,2008-01-04 10:26:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
58,6238.9,2008-01-04 10:34:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
59,6248.9,2008-01-04 10:38:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
60,6258.9,2008-01-04 10:43:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
61,6248.9,2008-01-04 11:28:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
62,6238.9,2008-01-04 11:37:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
63,6248.9,2008-01-04 12:03:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
64,6258.9,2008-01-04 12:51:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
65,6268.9,2008-01-04 14:02:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
66,6278.9,2008-01-04 14:19:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
67,6268.9,2008-01-04 15:13:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
68,6258.9,2008-01-04 15:16:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
69,6248.9,2008-01-04 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
70,6238.9,2008-01-04 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
71,6228.9,2008-01-04 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
72,6218.9,2008-01-04 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
73,6208.9,2008-01-04 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
74,6218.9,2008-01-07 10:01:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
75,6228.9,2008-01-07 10:17:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
76,6238.9,2008-01-07 10:28:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
77,6248.9,2008-01-07 11:01:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
78,6258.9,2008-01-07 11:43:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
79,6248.9,2008-01-07 12:32:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
80,6238.9,2008-01-07 12:47:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
81,6228.9,2008-01-07 12:50:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
82,6238.9,2008-01-07 13:02:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
83,6248.9,2008-01-07 13:07:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
84,6258.9,2008-01-07 13:15:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
85,6268.9,2008-01-07 14:02:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
86,6278.9,2008-01-07 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
87,6288.9,2008-01-07 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
88,6298.9,2008-01-07 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
89,6308.9,2008-01-07 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
90,6318.9,2008-01-07 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
91,6328.9,2008-01-07 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
92,6338.9,2008-01-08 10:05:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
93,6328.9,2008-01-08 10:30:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
94,6318.9,2008-01-08 10:51:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
95,6308.9,2008-01-08 10:53:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
96,6298.9,2008-01-08 10:54:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
97,6288.9,2008-01-08 10:55:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
98,6278.9,2008-01-08 11:02:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
99,6268.9,2008-01-08 11:04:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
100,6258.9,2008-01-08 11:17:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
101,6268.9,2008-01-08 11:26:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
102,6278.9,2008-01-08 11:42:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
103,6288.9,2008-01-08 11:51:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
104,6298.9,2008-01-08 12:04:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
105,6308.9,2008-01-08 12:07:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
106,6298.9,2008-01-08 12:14:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
107,6308.9,2008-01-08 12:58:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
108,6298.9,2008-01-08 13:08:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
109,6288.9,2008-01-08 13:14:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
110,6278.9,2008-01-08 13:15:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
111,6268.9,2008-01-08 13:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
112,6258.9,2008-01-08 13:56:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
113,6248.9,2008-01-08 14:14:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
114,6238.9,2008-01-08 14:26:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
115,6228.9,2008-01-08 14:35:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
116,6238.9,2008-01-08 14:44:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
117,6248.9,2008-01-08 14:53:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
118,6258.9,2008-01-08 14:56:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
119,6268.9,2008-01-08 14:57:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
120,6278.9,2008-01-08 15:04:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
121,6288.9,2008-01-08 15:20:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
122,6298.9,2008-01-08 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
123,6308.9,2008-01-08 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
124,6298.9,2008-01-10 10:01:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
125,6308.9,2008-01-10 10:48:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
126,6318.9,2008-01-10 10:55:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
127,6328.9,2008-01-10 11:27:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
128,6318.9,2008-01-10 11:36:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
129,6308.9,2008-01-10 11:40:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
130,6298.9,2008-01-10 12:07:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
131,6288.9,2008-01-10 12:10:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
132,6298.9,2008-01-10 13:12:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
133,6288.9,2008-01-10 13:47:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
134,6278.9,2008-01-10 13:50:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
135,6268.9,2008-01-10 13:52:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
136,6258.9,2008-01-10 14:00:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
137,6248.9,2008-01-10 14:17:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
138,6238.9,2008-01-10 14:31:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
139,6228.9,2008-01-10 14:44:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
140,6218.9,2008-01-10 14:45:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
141,6208.9,2008-01-10 14:46:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
142,6198.9,2008-01-10 14:47:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
143,6188.9,2008-01-10 14:54:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
144,6178.9,2008-01-10 14:55:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
145,6168.9,2008-01-10 15:03:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
146,6158.9,2008-01-10 15:04:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
147,6148.9,2008-01-10 15:06:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
148,6158.9,2008-01-10 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
149,6168.9,2008-01-10 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
150,6178.9,2008-01-10 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
151,6188.9,2008-01-10 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
152,6178.9,2008-01-11 09:58:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
153,6168.9,2008-01-11 09:59:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
154,6158.9,2008-01-11 09:59:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
155,6148.9,2008-01-11 10:00:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
156,6158.9,2008-01-11 10:02:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
157,6168.9,2008-01-11 10:03:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
158,6178.9,2008-01-11 10:04:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
159,6188.9,2008-01-11 10:07:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
160,6178.9,2008-01-11 10:10:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
161,6168.9,2008-01-11 10:15:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
162,6158.9,2008-01-11 10:17:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
163,6148.9,2008-01-11 10:19:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
164,6138.9,2008-01-11 10:20:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
165,6148.9,2008-01-11 10:25:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
166,6158.9,2008-01-11 10:28:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
167,6168.9,2008-01-11 10:38:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
168,6158.9,2008-01-11 10:43:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
169,6168.9,2008-01-11 10:53:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
170,6178.9,2008-01-11 10:56:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
171,6168.9,2008-01-11 11:19:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
172,6158.9,2008-01-11 11:21:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
173,6168.9,2008-01-11 11:43:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
174,6178.9,2008-01-11 11:52:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
175,6188.9,2008-01-11 11:55:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
176,6178.9,2008-01-11 12:20:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
177,6168.9,2008-01-11 12:23:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
178,6158.9,2008-01-11 12:25:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
179,6148.9,2008-01-11 12:28:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
180,6138.9,2008-01-11 12:38:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
181,6128.9,2008-01-11 12:40:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
182,6118.9,2008-01-11 12:57:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
183,6128.9,2008-01-11 13:05:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
184,6118.9,2008-01-11 13:22:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
185,6128.9,2008-01-11 13:33:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
186,6138.9,2008-01-11 13:34:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
187,6148.9,2008-01-11 13:43:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
188,6158.9,2008-01-11 13:46:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
189,6148.9,2008-01-11 13:55:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
190,6158.9,2008-01-11 14:03:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
191,6168.9,2008-01-11 14:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
192,6158.9,2008-01-11 14:47:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
193,6148.9,2008-01-11 14:50:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
194,6158.9,2008-01-11 14:59:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
195,6168.9,2008-01-11 15:07:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
196,6178.9,2008-01-11 15:09:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
197,6188.9,2008-01-11 15:11:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
198,6198.9,2008-01-11 15:20:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
199,6208.9,2008-01-11 15:23:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
200,6218.9,2008-01-11 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
201,6208.9,2008-01-14 10:15:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
202,6198.9,2008-01-14 10:15:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
203,6188.9,2008-01-14 10:24:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
204,6198.9,2008-01-14 10:44:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
205,6208.9,2008-01-14 10:52:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
206,6198.9,2008-01-14 12:24:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
207,6188.9,2008-01-14 12:33:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
208,6198.9,2008-01-14 13:00:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
209,6188.9,2008-01-14 13:42:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
210,6178.9,2008-01-14 13:45:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
211,6188.9,2008-01-14 14:37:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
212,6198.9,2008-01-14 14:53:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
213,6208.9,2008-01-14 14:57:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
214,6218.9,2008-01-14 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
215,6228.9,2008-01-14 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
216,6238.9,2008-01-14 15:29:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
217,6228.9,2008-01-15 09:56:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
218,6218.9,2008-01-15 10:07:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
219,6208.9,2008-01-15 10:14:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
220,6198.9,2008-01-15 10:18:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
221,6188.9,2008-01-15 10:41:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
222,6178.9,2008-01-15 10:56:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
223,6168.9,2008-01-15 10:57:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
224,6158.9,2008-01-15 11:12:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
225,6148.9,2008-01-15 11:54:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
226,6138.9,2008-01-15 12:02:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
227,6128.9,2008-01-15 12:07:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
228,6118.9,2008-01-15 12:23:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
229,6128.9,2008-01-15 12:30:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
230,6138.9,2008-01-15 12:43:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
231,6148.9,2008-01-15 13:16:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
232,6138.9,2008-01-15 14:24:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
233,6128.9,2008-01-15 14:37:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
234,6118.9,2008-01-15 14:40:00+00:00,10,,-0.9998631261976457,7305.999863126198,2258.8999999999996,6348.9
