Date,Open,High,Low,Close
2008-09-15 13:42,4036.7,4038.35,4033.55,4033.55
2008-09-15 13:43,4032.75,4032.75,4029.0,4030.9
2008-09-15 13:44,4030.9,4030.9,4024.1,4024.1
2008-09-15 13:45,4022.65,4022.65,4019.35,4021.5
2008-09-15 13:46,4021.05,4021.5,4018.35,4019.7
2008-09-15 13:47,4020.75,4023.8,4020.75,4022.85
2008-09-15 13:48,4026.85,4029.35,4026.35,4027.9
2008-09-15 13:49,4028.55,4033.35,4027.65,4033.35
2008-09-15 13:50,4033.75,4034.55,4031.8,4032.95
2008-09-15 13:51,4034.45,4034.85,4027.0,4031.0
2008-09-15 13:52,4031.55,4038.45,4031.55,4037.8
2008-09-15 13:53,4038.4,4038.4,4036.3,4036.35
2008-09-15 13:54,4036.4,4037.35,4034.9,4037.35
2008-09-15 13:55,4037.4,4039.35,4037.15,4037.35
2008-09-15 13:56,4035.85,4037.1,4033.15,4033.15
2008-09-15 13:57,4033.3,4033.3,4026.75,4027.9
2008-09-15 13:58,4028.2,4033.95,4028.2,4033.95
2008-09-15 13:59,4034.7,4038.55,4033.9,4037.65
2008-09-15 14:00,4037.85,4040.2,4034.85,4038.45
2008-09-15 14:01,4039.1,4039.1,4036.45,4036.9
2008-09-15 14:02,4038.1,4039.7,4037.6,4039.7
2008-09-15 14:03,4039.25,4039.25,4035.45,4035.55
2008-09-15 14:04,4036.25,4036.55,4032.05,4032.05
2008-09-15 14:05,4032.2,4032.45,4028.7,4028.7
2008-09-15 14:06,4028.05,4028.35,4022.85,4023.65
2008-09-15 14:07,4024.2,4027.4,4024.2,4027.0
2008-09-15 14:08,4027.65,4029.45,4026.55,4026.55
2008-09-15 14:09,4026.8,4028.9,4026.8,4026.95
2008-09-15 14:10,4027.55,4029.65,4022.95,4022.95
2008-09-15 14:11,4021.8,4022.35,4016.95,4017.05
2008-09-15 14:12,4015.25,4015.25,4010.9,4013.05
2008-09-15 14:13,4014.0,4018.45,4013.85,4018.45
2008-09-15 14:14,4018.35,4018.35,4016.3,4017.4
2008-09-15 14:15,4021.05,4022.1,4019.95,4019.95
2008-09-15 14:16,4017.65,4021.85,4017.65,4021.45
2008-09-15 14:17,4021.9,4022.5,4021.0,4022.05
2008-09-15 14:18,4021.8,4023.1,4021.2,4023.1
2008-09-15 14:19,4023.75,4023.75,4021.3,4021.3
2008-09-15 14:20,4021.15,4022.0,4019.6,4020.4
2008-09-15 14:21,4020.75,4023.0,4020.05,4023.0
2008-09-15 14:22,4023.15,4025.3,4022.9,4025.3
2008-09-15 14:23,4025.8,4027.55,4025.3,4026.05
2008-09-15 14:24,4026.55,4030.5,4026.55,4028.75
2008-09-15 14:25,4028.8,4029.9,4027.6,4027.6
2008-09-15 14:26,4027.75,4027.75,4026.7,4026.7
2008-09-15 14:27,4026.2,4026.4,4023.85,4023.85
2008-09-15 14:28,4023.8,4026.35,4023.7,4026.3
2008-09-15 14:29,4026.2,4027.0,4023.65,4023.65
2008-09-15 14:30,4023.45,4028.65,4023.45,4027.35
2008-09-15 14:31,4028.5,4030.6,4027.8,4030.6
2008-09-15 14:32,4030.9,4033.25,4030.45,4032.3
