renko_bricks,renko_dates,renko_size,renko_volumes,minx,maxx,miny,maxy
3009.5,2009-01-07 11:51:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2999.5,2009-01-07 11:53:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2989.5,2009-01-07 11:55:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2979.5,2009-01-07 11:56:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2989.5,2009-01-07 12:02:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2999.5,2009-01-07 12:05:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2989.5,2009-01-07 12:20:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2979.5,2009-01-07 12:21:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2969.5,2009-01-07 12:22:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2959.5,2009-01-07 12:22:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2949.5,2009-01-07 12:23:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2939.5,2009-01-07 12:24:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2929.5,2009-01-07 12:25:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2939.5,2009-01-07 12:36:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2949.5,2009-01-07 12:37:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2959.5,2009-01-07 12:49:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2969.5,2009-01-07 12:51:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2959.5,2009-01-07 13:00:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2949.5,2009-01-07 13:22:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2939.5,2009-01-07 13:29:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2929.5,2009-01-07 13:32:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2919.5,2009-01-07 13:33:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2909.5,2009-01-07 13:35:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2899.5,2009-01-07 13:35:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2909.5,2009-01-07 13:37:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2919.5,2009-01-07 13:47:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2909.5,2009-01-07 13:53:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2919.5,2009-01-07 14:00:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2929.5,2009-01-07 14:15:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2939.5,2009-01-07 14:17:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2949.5,2009-01-07 14:26:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2939.5,2009-01-07 14:38:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2929.5,2009-01-07 14:53:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2919.5,2009-01-07 14:55:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2929.5,2009-01-07 15:00:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2939.5,2009-01-07 15:02:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2929.5,2009-01-07 15:12:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2919.5,2009-01-07 15:15:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2909.5,2009-01-07 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2899.5,2009-01-07 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2889.5,2009-01-07 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2879.5,2009-01-07 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2869.5,2009-01-07 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2879.5,2009-01-09 09:56:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2889.5,2009-01-09 09:57:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2899.5,2009-01-09 10:04:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2909.5,2009-01-09 10:06:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2919.5,2009-01-09 10:11:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2909.5,2009-01-09 10:28:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2899.5,2009-01-09 10:31:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2889.5,2009-01-09 10:34:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2899.5,2009-01-09 10:44:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2889.5,2009-01-09 11:01:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2879.5,2009-01-09 11:02:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2869.5,2009-01-09 11:03:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2859.5,2009-01-09 11:04:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2849.5,2009-01-09 11:04:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2839.5,2009-01-09 11:17:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2829.5,2009-01-09 11:18:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2839.5,2009-01-09 11:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2849.5,2009-01-09 11:31:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2859.5,2009-01-09 11:35:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2849.5,2009-01-09 12:15:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2859.5,2009-01-09 12:26:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2849.5,2009-01-09 12:39:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2839.5,2009-01-09 12:54:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2849.5,2009-01-09 13:16:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2859.5,2009-01-09 13:23:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2869.5,2009-01-09 13:44:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2879.5,2009-01-09 13:45:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2869.5,2009-01-09 13:54:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2879.5,2009-01-09 14:01:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2889.5,2009-01-09 14:07:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2899.5,2009-01-09 14:12:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2889.5,2009-01-09 14:26:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2879.5,2009-01-09 14:36:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2869.5,2009-01-09 14:37:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2859.5,2009-01-09 14:42:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2869.5,2009-01-09 14:46:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2879.5,2009-01-09 14:47:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2889.5,2009-01-09 14:50:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2879.5,2009-01-09 15:02:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2869.5,2009-01-09 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2859.5,2009-01-09 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2849.5,2009-01-12 09:56:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2839.5,2009-01-12 10:02:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2829.5,2009-01-12 10:17:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2819.5,2009-01-12 10:19:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2809.5,2009-01-12 10:22:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2799.5,2009-01-12 10:24:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2789.5,2009-01-12 10:29:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2779.5,2009-01-12 10:41:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2789.5,2009-01-12 10:50:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2799.5,2009-01-12 11:09:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2809.5,2009-01-12 11:58:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2819.5,2009-01-12 11:59:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2809.5,2009-01-12 12:09:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2799.5,2009-01-12 12:27:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2789.5,2009-01-12 12:34:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2779.5,2009-01-12 12:45:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2789.5,2009-01-12 13:43:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2779.5,2009-01-12 14:15:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2769.5,2009-01-12 14:28:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2759.5,2009-01-12 14:29:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2769.5,2009-01-12 14:45:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2779.5,2009-01-12 15:05:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2769.5,2009-01-12 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2759.5,2009-01-12 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2769.5,2009-01-13 09:57:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2779.5,2009-01-13 10:15:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2789.5,2009-01-13 10:19:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2799.5,2009-01-13 10:29:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2789.5,2009-01-13 11:28:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2779.5,2009-01-13 11:32:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2789.5,2009-01-13 12:06:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2779.5,2009-01-13 13:05:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2769.5,2009-01-13 13:32:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2759.5,2009-01-13 13:34:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2769.5,2009-01-13 14:00:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2779.5,2009-01-13 14:27:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2769.5,2009-01-13 14:37:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2759.5,2009-01-13 14:39:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2749.5,2009-01-13 14:40:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2739.5,2009-01-13 14:53:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2749.5,2009-01-13 15:18:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2759.5,2009-01-13 15:26:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2769.5,2009-01-13 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2779.5,2009-01-13 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2789.5,2009-01-13 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2799.5,2009-01-14 10:11:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2809.5,2009-01-14 10:18:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2819.5,2009-01-14 10:58:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2829.5,2009-01-14 11:43:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2819.5,2009-01-14 12:47:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2809.5,2009-01-14 14:00:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2799.5,2009-01-14 14:23:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2809.5,2009-01-14 14:50:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2819.5,2009-01-14 15:04:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2829.5,2009-01-14 15:15:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2839.5,2009-01-14 15:25:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2849.5,2009-01-14 15:28:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2839.5,2009-01-14 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2829.5,2009-01-14 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2819.5,2009-01-14 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2809.5,2009-01-14 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2799.5,2009-01-14 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2789.5,2009-01-14 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2779.5,2009-01-14 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2769.5,2009-01-14 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2759.5,2009-01-14 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2749.5,2009-01-14 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2739.5,2009-01-14 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2729.5,2009-01-14 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2719.5,2009-01-14 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2729.5,2009-01-15 10:18:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2739.5,2009-01-15 12:49:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2749.5,2009-01-15 13:03:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2759.5,2009-01-15 13:31:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2749.5,2009-01-15 14:02:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2739.5,2009-01-15 14:10:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2729.5,2009-01-15 14:19:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2739.5,2009-01-15 15:19:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2749.5,2009-01-15 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2759.5,2009-01-15 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2769.5,2009-01-15 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2779.5,2009-01-16 10:10:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2789.5,2009-01-16 10:52:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2799.5,2009-01-16 11:29:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2809.5,2009-01-16 14:20:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2819.5,2009-01-16 15:01:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2829.5,2009-01-16 15:12:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2839.5,2009-01-19 09:59:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2849.5,2009-01-19 13:47:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2859.5,2009-01-19 14:51:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2849.5,2009-01-19 15:10:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2839.5,2009-01-19 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2829.5,2009-01-19 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2819.5,2009-01-19 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2809.5,2009-01-19 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2799.5,2009-01-19 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2789.5,2009-01-20 09:58:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2779.5,2009-01-20 10:00:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2789.5,2009-01-20 14:35:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2799.5,2009-01-20 14:40:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2789.5,2009-01-20 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2779.5,2009-01-20 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2769.5,2009-01-20 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2759.5,2009-01-21 09:55:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2769.5,2009-01-21 10:19:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2779.5,2009-01-21 10:38:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2769.5,2009-01-21 12:34:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2759.5,2009-01-21 13:00:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2769.5,2009-01-21 13:54:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2759.5,2009-01-21 14:34:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2749.5,2009-01-21 14:48:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2739.5,2009-01-21 14:49:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2729.5,2009-01-21 15:03:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2719.5,2009-01-21 15:16:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2709.5,2009-01-21 15:19:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2719.5,2009-01-21 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
2729.5,2009-01-21 15:30:00+00:00,10,,-0.9997306760032318,3712.9997306760033,2559.5,5229.5
